volume,volume_rows,length,normalized_len,concurrency,temp,layer,requests,p50_ms,p95_ms,p99_ms,mean_ms,max_ms,qps,transport_errors,correctness_failures,passed,elapsed_seconds
500k,500000,long,300,5,warm,query_recall,375,130.575,170.313,183.255,134.328,194.784,37.039,0,0,True,10.124
500k,500000,long,300,10,cold,query_recall,378,266.756,311.523,342.234,267.562,357.851,37.133,0,0,True,10.18
500k,500000,long,300,10,warm,query_recall,362,275.373,341.851,386.408,279.213,410.067,35.571,0,0,True,10.177
500k,500000,long,300,20,cold,query_recall,367,561.12,623.659,647.023,556.81,665.237,35.371,0,0,True,10.376
500k,500000,long,300,20,warm,query_recall,358,557.876,767.631,850.791,569.002,890.769,34.746,0,0,True,10.303
500k,500000,ultra,600,1,cold,query_recall,87,113.442,132.046,148.663,115.553,148.663,8.653,0,0,True,10.055
500k,500000,ultra,600,1,warm,query_recall,88,113.112,119.833,144.059,114.372,144.059,8.742,0,0,True,10.066
500k,500000,ultra,600,5,cold,query_recall,360,138.168,178.951,200.843,139.567,255.553,35.66,0,0,True,10.095
500k,500000,ultra,600,5,warm,query_recall,357,138.607,182.344,207.187,140.52,228.192,35.507,0,0,True,10.054
500k,500000,ultra,600,10,cold,query_recall,371,270.516,322.173,347.708,272.888,363.12,36.313,0,0,True,10.217
500k,500000,ultra,600,10,warm,query_recall,366,274.519,331.526,360.749,275.639,377.926,36.062,0,0,True,10.149
500k,500000,ultra,600,20,cold,query_recall,372,555.938,611.409,639.482,555.677,674.834,35.345,0,0,True,10.525
500k,500000,ultra,600,20,warm,query_recall,369,557.02,620.906,660.206,555.791,681.435,35.447,0,0,True,10.41
