volume,volume_rows,length,normalized_len,concurrency,temp,layer,requests,p50_ms,p95_ms,p99_ms,mean_ms,max_ms,qps,transport_errors,correctness_failures,passed,elapsed_seconds
500k,500000,short,25,10,warm,query_recall,30,3930.694,4427.716,4655.518,3983.322,4655.518,2.453,0,0,True,12.229
500k,500000,short,25,20,cold,query_recall,40,7896.459,8139.342,8198.55,7902.848,8198.55,2.484,0,0,True,16.105
500k,500000,short,25,20,warm,query_recall,40,7739.268,8441.089,8606.467,7717.383,8606.467,2.533,0,0,True,15.79
500k,500000,medium,100,1,cold,query_recall,8,1254.374,1330.69,1330.69,1265.322,1330.69,0.79,0,0,True,10.123
500k,500000,medium,100,1,warm,query_recall,8,1295.937,1358.593,1358.593,1306.174,1358.593,0.766,0,0,True,10.45
500k,500000,medium,100,5,cold,query_recall,10,5486.297,5978.485,5978.485,5466.627,5978.485,0.892,0,0,True,11.216
500k,500000,medium,100,5,warm,query_recall,10,5477.469,6237.165,6237.165,5571.364,6237.165,0.885,0,0,True,11.298
500k,500000,medium,100,10,cold,query_recall,11,10603.736,11050.048,11050.048,9905.647,11050.048,0.917,0,0,True,11.999
500k,500000,medium,100,10,warm,query_recall,10,11374.498,11511.422,11511.422,11386.487,11511.422,0.869,0,0,True,11.513
500k,500000,medium,100,20,cold,query_recall,20,21271.814,21572.462,21585.154,21213.937,21585.154,0.926,0,0,True,21.587
500k,500000,medium,100,20,warm,query_recall,20,21082.701,21460.639,21512.241,21036.463,21512.241,0.93,0,0,True,21.515
500k,500000,long,300,1,cold,query_recall,4,3139.603,3266.451,3266.451,3196.577,3266.451,0.313,0,0,True,12.787
500k,500000,long,300,1,warm,query_recall,4,3163.783,3430.322,3430.322,3241.961,3430.322,0.308,0,0,True,12.968
500k,500000,long,300,5,cold,query_recall,5,14549.52,14945.44,14945.44,14208.843,14945.44,0.335,0,0,True,14.946
500k,500000,long,300,5,warm,query_recall,5,14326.666,15115.823,15115.823,13810.965,15115.823,0.331,0,0,True,15.117
500k,500000,long,300,10,cold,query_recall,10,28724.182,29471.392,29471.392,28831.737,29471.392,0.339,0,0,True,29.473
500k,500000,long,300,10,warm,query_recall,10,29417.221,29778.165,29778.165,29214.55,29778.165,0.336,0,0,True,29.779
500k,500000,long,300,20,cold,query_recall,20,43230.421,58606.295,58718.21,49583.012,58718.21,0.341,0,0,True,58.72
500k,500000,long,300,20,warm,query_recall,20,57646.362,58141.65,58180.72,57443.284,58180.72,0.344,0,0,True,58.183
500k,500000,ultra,600,1,cold,query_recall,2,5843.993,6000.564,6000.564,5922.279,6000.564,0.169,0,0,True,11.845
500k,500000,ultra,600,1,warm,query_recall,2,5871.376,5977.462,5977.462,5924.419,5977.462,0.169,0,0,True,11.849
500k,500000,ultra,600,5,cold,query_recall,5,29417.922,29553.725,29553.725,29083.483,29553.725,0.169,0,0,True,29.555
500k,500000,ultra,600,5,warm,query_recall,5,28335.867,28507.706,28507.706,28019.614,28507.706,0.175,0,0,True,28.508
500k,500000,ultra,600,10,cold,query_recall,10,56510.601,57187.427,57187.427,55957.339,57187.427,0.175,0,0,True,57.189
500k,500000,ultra,600,10,warm,query_recall,10,56562.125,57399.491,57399.491,56383.718,57399.491,0.174,0,0,True,57.401
500k,500000,ultra,600,20,cold,query_recall,20,98700.218,115749.143,115820.311,105235.69,115820.311,0.173,0,0,True,115.823
500k,500000,ultra,600,20,warm,query_recall,20,109316.341,110020.348,110071.37,109069.962,110071.37,0.182,0,0,True,110.073
